"","p0Fitted","kgFitted","Tg1Fitted","Tg2Fitted","khFitted","ThFitted","type","freq","rss"
"376",100.1,1.67,39.8,6.3,1.04,43,"minimum",8,1.27196220370677
"394",100.1,1.66,41.2,6.3,1.04,45,"minimum",8,0.47287257348879
"406",100.1,1.65,42.8,6.2,1.04,47.4,"minimum",8,1.91804446306901
"431",100.1,1.64,44.4,6.2,1.04,49.5,"minimum",8,4.52399706872327
"22",100.7,5,19.2,14,0.82,19.1,"saddle",7,56.1199325755091
"43",100,0.75,32.1,10.1,1.05,4.9,"minimum",7,0.770677479574529
"109",100,1.55,28.3,5.9,1.05,22.5,"minimum",7,1.47559687573555
"227",100.1,1.69,35.6,6.4,1.04,36.7,"saddle",7,0.462519770569824
"240",100.1,1.69,35.5,6.4,1.04,36.5,"saddle",7,0.324120284553548
"344",100.1,1.66,41.1,6.3,1.04,44.9,"minimum",7,0.187850185497116
"352",100.1,1.66,41.6,6.3,1.04,45.6,"minimum",7,1.34874808692487
"353",100.1,1.65,42.3,6.2,1.04,46.5,"minimum",7,2.62799136188814
"359",100.1,1.66,40.7,6.3,1.04,44.3,"minimum",7,0.408237358692796
"49",99.9,1.03,28.7,4.4,1.05,13.2,"saddle",6,0.820783905178573
"52",100.7,5,19.2,14,0.82,19.3,"saddle",6,45.2597875882737
"93",100.1,1.64,44.4,6.2,1.04,49.6,"minimum",6,2.32176383440318
"119",100,1.54,28.3,5.9,1.05,22.2,"minimum",6,0.577986172283057
"176",100.1,1.69,34.6,6.4,1.04,35.2,"saddle",6,2.67896673976103
"179",100.1,1.67,40.2,6.3,1.04,43.6,"minimum",6,2.64453525306266
"224",100.1,1.69,36.2,6.4,1.04,37.6,"saddle",6,0.418169483804808
"238",100,1.51,28,5.7,1.05,21.4,"minimum",6,0.142386194511654
"251",100.1,1.69,36,6.4,1.04,37.3,"saddle",6,0.315508298414467
"258",100.1,1.69,34.5,6.4,1.04,34.8,"saddle",6,0.429830203611609
"268",100.1,1.69,32.6,6.4,1.04,31.8,"saddle",6,0.392205270784744
"272",100.1,1.69,35.4,6.4,1.04,36.4,"saddle",6,0.703288088310472
"294",100.1,1.66,41.4,6.3,1.04,45.4,"minimum",6,0.206499255235229
"368",100.1,1.69,35.7,6.4,1.04,36.9,"saddle",6,0.741559919794516
"407",100.1,1.67,40.4,6.3,1.04,43.8,"minimum",6,6.43629390395892
"432",100.1,1.67,40.1,6.3,1.04,43.4,"minimum",6,3.29044548874497
"435",100.1,1.67,40.3,6.3,1.04,43.7,"minimum",6,4.31213681039272
"47",100.7,5,18.8,14.4,0.82,14.4,"saddle",5,46.5732814328347
"59",100,0.74,32.1,10.1,1.05,4.9,"minimum",5,1.33604297603026
"80",100.7,5,19.1,14,0.82,19,"saddle",5,38.0513222788395
"113",100,1.56,28.5,5.9,1.05,23,"minimum",5,1.45722363804782
"120",100,1.56,28.4,5.9,1.05,22.8,"minimum",5,0.410366056572558
"139",100.1,1.69,32.6,6.4,1.04,31.7,"saddle",5,0.61102048895161
"150",100.1,1.66,30.6,6.3,1.04,28,"saddle",5,0.234894437050008
"252",100.1,1.69,36,6.4,1.04,37.2,"saddle",5,1.02665644776099
"271",100.1,1.66,41.9,6.2,1.04,45.9,"minimum",5,17.6164184843519
"297",100.1,1.68,37.7,6.4,1.04,39.8,"saddle",5,0.347261988185974
"320",100,1.55,28.4,5.9,1.05,22.6,"minimum",5,0.874881599958406
"348",100.1,1.69,36.6,6.4,1.04,38.2,"saddle",5,0.998248612537883
"356",100.1,1.68,38.2,6.4,1.04,40.6,"saddle",5,0.293066611588518
"357",100.1,1.67,39.5,6.3,1.04,42.5,"minimum",5,1.14987454722381
"380",100.1,1.66,40.7,6.3,1.04,44.2,"minimum",5,0.252504111139892
"386",100.1,1.67,38.9,6.3,1.04,41.6,"minimum",5,0.306865443333342
"427",100.1,1.66,41.5,6.3,1.04,45.5,"minimum",5,0.557006548752086
"442",100.1,1.69,36.9,6.4,1.04,38.7,"saddle",5,1.02352648628393
"15",100.1,1.67,40,6.3,1.04,43.3,"minimum",4,1.88080874704203
"50",100.1,1.64,44.7,6.1,1.04,49.9,"minimum",4,20.2565831213867
"103",100.1,0.65,33.8,6.5,1.04,6.4,"saddle",4,2.44007314688727
"160",100.1,1.69,32.2,6.4,1.04,31.1,"saddle",4,0.356962598103055
"184",100.1,1.68,31.6,6.4,1.04,30,"saddle",4,1.13168184074323
"214",100.1,1.69,36.3,6.4,1.04,37.8,"saddle",4,0.318451958990879
"228",100.1,1.69,36.7,6.4,1.04,38.3,"saddle",4,2.07566458681911
"269",100.1,1.67,40.2,6.3,1.04,43.5,"minimum",4,5.15782957638726
"279",100.1,1.69,36.1,6.4,1.04,37.4,"saddle",4,0.652813315360733
"286",100.1,1.68,31.7,6.4,1.04,30.1,"saddle",4,0.509933924038207
"287",100.1,1.65,42.1,6.2,1.04,46.4,"minimum",4,0.387016884136789
"358",100.1,1.68,38.5,6.3,1.04,41.1,"minimum",4,3.92751850347701
"387",100.1,1.69,32.3,6.4,1.04,31.3,"saddle",4,0.326849806788017
"399",100.1,1.66,41.2,6.3,1.04,44.9,"minimum",4,1.6557119691137
"445",100.1,1.66,40.6,6.3,1.04,44.1,"minimum",4,0.26834834893601
"30",100.7,5,19.2,14,0.82,19.4,"saddle",3,41.6684407941015
"105",100.7,5,19.5,14.1,0.82,20.9,"saddle",3,38.1459317100251
"118",100.7,5,19.2,14,0.83,19.2,"saddle",3,39.9250089895878
"136",100,1.55,28.3,5.9,1.05,22.4,"minimum",3,0.219572697063156
"163",100.1,1.68,38.1,6.4,1.04,40.5,"saddle",3,0.419926470730856
"174",100.1,1.69,32,6.4,1.04,30.7,"saddle",3,1.11237574361724
"192",100.1,1.69,32,6.4,1.04,30.8,"saddle",3,0.318073310573518
"196",100.1,1.67,39.1,6.3,1.04,41.9,"minimum",3,0.450821852806425
"209",100.1,1.67,39,6.3,1.04,41.8,"minimum",3,0.299914438554148
"215",100.1,1.69,36.3,6.4,1.04,37.7,"saddle",3,0.999593326595908
"239",100.1,1.69,32.5,6.4,1.04,31.5,"saddle",3,1.0838060983492
"246",100.1,1.68,31.8,6.4,1.04,30.4,"saddle",3,2.94770774361576
"280",100.1,1.64,43.7,6.2,1.04,48.7,"minimum",3,0.356528747432557
"283",100.1,1.68,37.5,6.4,1.04,39.5,"saddle",3,0.504990002967404
"302",100,1.57,28.6,6,1.05,23.3,"minimum",3,5.05710974256093
"303",100.1,1.67,39.5,6.3,1.04,42.6,"minimum",3,0.376214375105572
"311",100.1,1.69,35.9,6.4,1.04,37.2,"saddle",3,0.482725462837164
"338",100.1,1.69,32.1,6.4,1.04,30.8,"saddle",3,2.25411148883382
"342",100,1.55,28.4,5.9,1.05,22.7,"minimum",3,3.30356446905571
"349",100.1,1.68,37.8,6.4,1.04,40,"saddle",3,0.463706482926429
"351",100.1,1.69,36.2,6.4,1.04,37.5,"saddle",3,1.49229803378504
"364",100.1,1.67,31,6.3,1.04,28.8,"saddle",3,0.810900989455624
"373",100.1,1.69,35.8,6.4,1.04,36.9,"saddle",3,0.68078589368708
"381",100.1,1.67,39.9,6.3,1.04,43.1,"minimum",3,2.42565215531953
"401",100.1,1.66,40.8,6.3,1.04,44.5,"minimum",3,0.636723791964373
"405",100.1,1.68,31.9,6.4,1.04,30.5,"saddle",3,1.62093791654614
"420",100.1,1.69,36.4,6.4,1.04,37.8,"saddle",3,2.08211427182647
"424",100.1,1.68,31.7,6.4,1.04,30.2,"saddle",3,1.91549773957814
"450",100.1,1.69,32.5,6.4,1.04,31.6,"saddle",3,0.313239099156954
"456",100.1,1.67,39.4,6.3,1.04,42.4,"minimum",3,0.501858650308017
"461",100.1,1.65,43.5,6.2,1.04,48.2,"minimum",3,14.6627790599754
"462",100.1,1.69,35.9,6.4,1.04,37.1,"saddle",3,0.427593368123845
"479",100.1,1.68,38.7,6.3,1.04,41.3,"minimum",3,8.34773598133868
"494",100.1,1.66,40.9,6.3,1.04,44.5,"minimum",3,0.423757519433341
"12",100.7,5,18.8,14.4,0.82,14.3,"saddle",2,51.9424041766386
"65",100,0.74,32.2,9.9,1.05,4.9,"minimum",2,0.977611586851863
"70",100.7,5,19.6,14.1,0.82,21.2,"saddle",2,42.2056868786074
"95",100.7,5,19.5,14.1,0.82,20.8,"saddle",2,38.0369950721054
"97",100.7,5,18.8,14.4,0.82,14.5,"saddle",2,42.5706676063515
"98",100.7,5,18.8,14.3,0.82,15.1,"saddle",2,42.9467723936348
"99",100.7,5,19.6,14.1,0.82,21.5,"saddle",2,38.3558435524432
"104",100.1,1.64,44.4,6.1,1.04,49.7,"minimum",2,7.09187098354634
"124",100.1,1.62,29.3,6.1,1.04,25.2,"minimum",2,4.3774644666032
"130",100.6,5,19.8,14.2,0.81,22.3,"saddle",2,38.7379893022139
"131",100.7,5,18.8,14.1,0.82,16.6,"saddle",2,38.3081846660873
"148",100.1,1.68,31.4,6.4,1.04,29.6,"saddle",2,0.336759392717621
"149",100.1,1.69,32.4,6.4,1.04,31.3,"saddle",2,1.78450337532744
"152",100.7,5,18.8,14.2,0.82,15.9,"saddle",2,38.7378927630952
"156",100.7,5,19.1,14,0.82,18.7,"saddle",2,44.9330896270249
"165",100.1,1.68,31.6,6.4,1.04,29.9,"saddle",2,0.337050280509822
"194",100.1,1.66,30.5,6.3,1.04,27.8,"saddle",2,0.395564076158042
"211",100.7,5,20,14.3,0.81,23.1,"saddle",2,40.2082323306642
"217",100.1,1.68,37.3,6.4,1.04,39.2,"saddle",2,0.784336626366321
"219",100.1,1.66,30.2,6.3,1.04,27.3,"saddle",2,0.825741976669407
"229",100.1,1.69,36.5,6.4,1.04,38,"saddle",2,1.47238723534147
"232",100.1,1.58,28.7,6,1.05,23.7,"minimum",2,2.80039910850604
"248",100.1,1.69,32.1,6.4,1.04,30.9,"saddle",2,0.616688523862874
"257",100.1,1.67,31.1,6.3,1.04,29,"saddle",2,0.419698720168469
"264",100.1,1.57,28.5,5.9,1.05,23.1,"minimum",2,0.907664403342076
"265",100.1,1.69,36.8,6.4,1.04,38.6,"saddle",2,0.44028677976644
"266",100.7,5,18.9,14.1,0.82,16.9,"saddle",2,43.697952708699
"276",100.1,1.69,32.3,6.4,1.04,31.2,"saddle",2,0.819878173578428
"284",100.6,5,20,14.3,0.81,23.2,"saddle",2,45.7051311438418
"289",100.1,1.69,36.7,6.4,1.04,38.4,"saddle",2,0.655569309154189
"304",100.1,1.69,32.4,6.4,1.04,31.4,"saddle",2,0.453742726833816
"316",100.1,1.68,31.8,6.4,1.04,30.3,"saddle",2,0.940175641279564
"367",100,1.5,28,5.7,1.05,21.3,"minimum",2,1.07019716531253
"370",100.1,1.67,38.9,6.3,1.04,41.7,"minimum",2,0.614693553939014
"372",100.1,1.67,40,6.3,1.04,43.2,"minimum",2,4.03826706977761
"375",100,1.56,28.5,5.9,1.05,22.9,"minimum",2,0.172540442824124
"379",100.1,1.67,39.3,6.3,1.04,42.3,"minimum",2,0.3172716430412
"383",100.1,1.67,39.9,6.3,1.04,43.2,"minimum",2,0.931106410421134
"384",100.1,1.65,42.3,6.2,1.04,46.7,"minimum",2,0.449857771210529
"389",100.1,1.68,37.2,6.4,1.04,39.1,"saddle",2,1.66981819060687
"391",100.1,1.68,37.1,6.4,1.04,38.9,"saddle",2,1.1808161888584
"393",100,1.5,28,5.7,1.05,21.2,"minimum",2,0.0746141265049615
"396",100.1,1.68,38.7,6.3,1.04,41.4,"minimum",2,4.98010238851274
"398",100.1,1.69,36.4,6.4,1.04,37.9,"saddle",2,0.644248857014535
"400",100.1,1.67,39.8,6.3,1.04,42.9,"minimum",2,3.07343211883459
"402",100.1,1.68,38.3,6.4,1.04,40.8,"minimum",2,0.281720204516962
"408",100.1,1.66,30.3,6.3,1.04,27.5,"saddle",2,0.352342627776203
"410",100.1,1.69,36.5,6.4,1.04,38.1,"saddle",2,0.422064179636553
"411",100.1,1.67,30.9,6.3,1.04,28.6,"saddle",2,1.51029956352109
"412",100.1,1.68,37.2,6.4,1.04,39.2,"saddle",2,3.89434832726136
"419",100.1,1.66,40.4,6.3,1.04,43.9,"minimum",2,1.6370172946507
"425",100.1,1.68,38,6.4,1.04,40.3,"saddle",2,0.312029800327154
"426",100.1,1.68,37.6,6.4,1.04,39.7,"saddle",2,0.743578517912468
"433",100.1,1.69,31.9,6.4,1.04,30.5,"saddle",2,1.85045742811062
"437",100.1,1.69,32.4,6.4,1.04,31.5,"saddle",2,0.520086604528402
"440",100.1,1.69,35.5,6.4,1.04,36.6,"saddle",2,1.1121926136981
"447",100.1,1.69,36.8,6.4,1.04,38.5,"saddle",2,1.48468398631017
"449",100.1,1.69,32.1,6.4,1.04,31,"saddle",2,0.398098704641477
"452",100.1,1.69,32.2,6.4,1.04,31,"saddle",2,1.41789115786695
"454",100.1,1.65,43.3,6.2,1.04,47.9,"minimum",2,12.6510601378473
"458",100.1,1.68,31.2,6.3,1.04,29.2,"saddle",2,5.67308845065165
"463",100.1,1.64,29.7,6.2,1.04,26.1,"saddle",2,4.07501300242882
"466",100.1,1.68,38.3,6.4,1.04,40.7,"minimum",2,0.648643724802202
"469",100.1,1.69,34.1,6.4,1.04,34.4,"saddle",2,3.14898559429349
"14",100.1,0.65,33.8,6.4,1.04,6.5,"saddle",1,3.82328852530935
"23",100.7,5,18.9,14.1,0.82,17.2,"saddle",1,38.0209046768587
"27",100.7,5,18.8,14.2,0.82,16.1,"saddle",1,39.2783332082867
"28",100.7,5,18.8,14.2,0.82,16.3,"saddle",1,45.0622298551455
"29",100,0.74,32.3,9.9,1.05,5,"minimum",1,0.262526362553952
"31",100.7,5,18.9,14.1,0.83,17.2,"saddle",1,41.5130259325499
