"","p0Fitted","kgFitted","Tg1Fitted","Tg2Fitted","khFitted","ThFitted","type","freq","rss"
"235",100.1,1.69,32.6,6.4,1.04,31.8,"saddle",5,0.746333443505198
"238",100.1,1.66,41.9,6.2,1.04,45.9,"minimum",5,35.1397127188897
"266",100.1,1.69,36.1,6.4,1.04,37.5,"saddle",5,0.638819576540452
"315",100.1,1.66,40.7,6.3,1.04,44.2,"minimum",5,0.491394725594053
"346",100.1,1.66,41.5,6.3,1.04,45.5,"minimum",5,1.09854520982793
"351",100.1,1.67,40.1,6.3,1.04,43.4,"minimum",5,6.56025959775773
"353",100.1,1.67,40.3,6.3,1.04,43.7,"minimum",5,8.60173865540829
"50",100.1,1.64,44.7,6.1,1.04,49.9,"minimum",4,40.4174319931172
"84",100,0.75,32.1,10.1,1.05,4.9,"minimum",4,1.53748465944994
"203",100.1,1.69,36.2,6.4,1.04,37.6,"saddle",4,0.807876203776496
"249",100.1,1.65,42.1,6.2,1.04,46.4,"minimum",4,0.726700591075514
"314",100.1,1.67,39.8,6.3,1.04,43,"minimum",4,2.52065544248948
"330",100.1,1.66,41.2,6.3,1.04,44.9,"minimum",4,3.30956383465362
"336",100.1,1.67,40.4,6.3,1.04,43.8,"minimum",4,12.8437129370298
"356",100.1,1.66,40.6,6.3,1.04,44.1,"minimum",4,0.508675840570672
"11",100.7,5,18.8,14.4,0.82,14.3,"saddle",3,102.205855971183
"29",100.7,5,19.2,14,0.82,19.4,"saddle",3,81.0585653406524
"63",100,0.74,32.2,9.9,1.05,4.9,"minimum",3,1.95062097321806
"68",100.7,5,19.6,14.1,0.82,21.2,"saddle",3,82.433381907258
"103",100.7,5,19.5,14.1,0.82,20.9,"saddle",3,73.6330896332537
"114",100.7,5,19.2,14,0.83,19.2,"saddle",3,77.7043004931095
"132",100,1.55,28.3,5.9,1.05,22.4,"minimum",3,0.436106748760224
"196",100.1,1.69,36.3,6.4,1.04,37.7,"saddle",3,1.97828147250097
"213",100,1.51,28,5.7,1.05,21.4,"minimum",3,0.281536450910993
"237",100.1,1.67,40.2,6.3,1.04,43.5,"minimum",3,10.291008813121
"245",100.1,1.64,43.7,6.2,1.04,48.7,"minimum",3,0.66381309457905
"265",100.1,1.69,35.9,6.4,1.04,37.2,"saddle",3,0.917219185573396
"300",100.1,1.67,39.5,6.3,1.04,42.5,"minimum",3,2.27876625280965
"311",100.1,1.69,35.8,6.4,1.04,36.9,"saddle",3,1.34074521660918
"312",100.1,1.67,39.7,6.3,1.04,42.8,"minimum",3,3.40720087691477
"316",100.1,1.67,39.9,6.3,1.04,43.1,"minimum",3,4.83154859004934
"320",100.1,1.67,39.6,6.3,1.04,42.7,"minimum",3,1.60180725241277
"332",100.1,1.66,40.8,6.3,1.04,44.5,"minimum",3,1.22117944449801
"367",100.1,1.65,43.5,6.2,1.04,48.2,"minimum",3,29.2652644176425
"383",100.1,1.66,40.9,6.3,1.04,44.5,"minimum",3,0.83774225960292
"45",100.7,5,19.6,14.1,0.82,21.1,"saddle",2,89.8836955001718
"93",100.7,5,19.5,14.1,0.82,20.8,"saddle",2,73.6719955899631
"95",100.7,5,18.8,14.4,0.82,14.5,"saddle",2,83.1611228883315
"96",100.7,5,18.8,14.3,0.82,15.1,"saddle",2,83.8928822976175
"97",100.7,5,19.6,14.1,0.82,21.5,"saddle",2,73.9771048887876
"102",100.1,1.64,44.4,6.1,1.04,49.7,"minimum",2,14.1541067888302
"126",100.6,5,19.8,14.2,0.81,22.3,"saddle",2,74.9249906513465
"127",100.7,5,18.8,14.1,0.82,16.6,"saddle",2,73.8200441572051
"144",99.9,1.05,28.6,4.4,1.05,13.4,"saddle",2,4.65628658171783
"147",100.7,5,18.8,14.2,0.82,15.9,"saddle",2,75.0302851060216
"151",100.7,5,19.1,14,0.82,18.7,"saddle",2,87.7746826718485
"180",100.1,1.67,39.1,6.3,1.04,41.9,"minimum",2,0.875631161150595
"194",100.7,5,20,14.3,0.81,23.1,"saddle",2,77.6677311624776
"233",100.7,5,18.9,14.1,0.82,16.9,"saddle",2,85.3695387614201
"244",100.1,1.69,36.1,6.4,1.04,37.4,"saddle",2,1.28273430855989
"248",100.6,5,20,14.3,0.81,23.2,"saddle",2,88.2974163719952
"317",100.1,1.67,39.9,6.3,1.04,43.2,"minimum",2,1.83390689266509
"319",100.1,1.65,42.3,6.2,1.04,46.7,"minimum",2,0.859032903981707
"324",100.1,1.67,40,6.3,1.04,43.3,"minimum",2,3.73976982458979
"331",100.1,1.67,39.8,6.3,1.04,42.9,"minimum",2,6.1275397994718
"343",100.1,1.69,36.2,6.4,1.04,37.5,"saddle",2,2.9660878687974
"344",100.1,1.66,40.4,6.3,1.04,43.9,"minimum",2,3.20193577474577
"347",100.1,1.66,41.9,6.2,1.04,46.1,"minimum",2,17.435164243562
"355",100.1,1.69,35.5,6.4,1.04,36.6,"saddle",2,2.15987099950094
"358",100.1,1.69,32.5,6.4,1.04,31.6,"saddle",2,0.596200250215429
"360",100.1,1.65,43.3,6.2,1.04,47.9,"minimum",2,25.2512885104499
"368",100.1,1.69,35.9,6.4,1.04,37.1,"saddle",2,0.829302566907039
"373",100.1,1.69,34.1,6.4,1.04,34.4,"saddle",2,6.20205281512414
"374",100.1,1.69,36.3,6.4,1.04,37.8,"saddle",2,0.601048004358539
"13",100.1,0.65,33.8,6.4,1.04,6.5,"saddle",1,7.57234144294994
"22",100.7,5,18.9,14.1,0.82,17.2,"saddle",1,73.4075409877557
"27",100.7,5,18.8,14.2,0.82,16.1,"saddle",1,75.7032891835845
"28",100.7,5,18.8,14.2,0.82,16.3,"saddle",1,86.8241460611612
"31",100.7,5,18.9,14.1,0.83,17.2,"saddle",1,80.0825748219391
"33",100.7,5,18.8,14.3,0.82,15,"saddle",1,92.3670502273289
"34",100.7,5,18.8,14.1,0.82,16.7,"saddle",1,74.8259491731539
"44",100.7,5,18.8,14.5,0.82,14.2,"saddle",1,75.0956501145011
"46",100.7,5,19,14,0.82,18.3,"saddle",1,75.6323465700377
"70",100.7,5,18.9,14.1,0.82,17.6,"saddle",1,93.1332085013274
"71",100.7,5,18.9,14.1,0.82,17.3,"saddle",1,74.5345466864674
"72",100,5,22.4,19.3,1.06,4.1,"minimum",1,8.26641206566088
"73",100.7,5,18.9,14,0.83,17.3,"saddle",1,85.2484240213661
"76",100.6,5,18.8,14.7,0.81,13.3,"saddle",1,85.7056382553215
"78",100.7,5,19.6,14.1,0.82,21.4,"saddle",1,74.4890219561111
"79",100.7,5,19.6,14.1,0.82,21.3,"saddle",1,77.3048014501849
"82",100.7,5,18.8,14.1,0.82,16.8,"saddle",1,78.4109663516411
"83",100.7,5,18.8,14.2,0.82,15.7,"saddle",1,84.8763905120285
"85",100.5,5,20.3,14.5,0.79,24,"saddle",1,77.5315520144481
"86",100.6,5,20.4,14.5,0.8,24.4,"saddle",1,78.4225908796635
"87",100.7,5,18.8,14.3,0.82,14.8,"saddle",1,117.392764208568
"90",100.7,5,19,14,0.83,17.8,"saddle",1,93.3331127306031
"94",100.6,5,18.8,14.5,0.81,13.9,"saddle",1,89.0029438580014
"98",100.6,5,19.9,14.3,0.81,22.7,"saddle",1,100.18805179752
"99",100,5,22.3,19.2,1.06,4.1,"saddle",1,9.41475200046498
"104",100.7,5,19.4,14.1,0.82,20.4,"saddle",1,76.2942735856869
"107",100.7,5,18.9,14.1,0.82,17.4,"saddle",1,78.203810452895
"112",100.7,5,18.9,14.1,0.83,17.1,"saddle",1,75.6476186609719
"113",100.7,5,19.4,14.1,0.82,20.6,"saddle",1,88.7983059471064
"117",100.7,5,19.8,14.2,0.81,22,"saddle",1,89.6084580628021
"120",100.7,5,18.9,14.2,0.82,16.7,"saddle",1,75.7878671877173
"124",100.7,5,18.8,14.4,0.82,14.7,"saddle",1,74.9743430165083
"125",100.7,5,18.7,14.3,0.82,15.1,"saddle",1,87.9278397919979
"128",100.7,5,18.8,14.7,0.81,13.3,"saddle",1,79.3236606839381
"136",100.6,5,20.2,14.4,0.8,23.9,"saddle",1,78.321673492586
"139",100.5,5,20.2,14.5,0.79,23.6,"saddle",1,84.8162878280761
"140",100.8,5,18.9,14,0.83,17.1,"saddle",1,120.773964170475
"142",100.7,5,19,14,0.83,18.2,"saddle",1,73.0273204931586
"145",100.1,1.69,32.4,6.4,1.04,31.3,"saddle",1,3.55062516914925
"160",100.6,5,18.9,14.2,0.81,16.8,"saddle",1,75.035370623269
"161",100.7,5,19.2,14.1,0.82,19.1,"saddle",1,73.8661930736182
"168",99.9,1.05,28.6,4.4,1.05,13.5,"saddle",1,1.34542611721437
"169",100.7,5,19,14,0.83,18,"saddle",1,78.0388368070181
"170",100.7,5,19.5,14.1,0.82,20.7,"saddle",1,76.0490823918984
"171",100.7,5,18.9,14,0.83,17.4,"saddle",1,78.6426413180004
"174",100.7,5,18.8,14.1,0.82,16.3,"saddle",1,86.3663703103548
"182",100.7,5,19.4,14.1,0.82,20.3,"saddle",1,73.5700867046053
"183",100.7,5,18.8,14.1,0.83,16.8,"saddle",1,95.7502666997414
"184",100.6,5,20,14.3,0.81,22.8,"saddle",1,75.9669448053888
"190",100.6,5,18.9,14.3,0.81,15.9,"saddle",1,77.6958151280322
"192",100.1,1.67,39,6.3,1.04,41.8,"minimum",1,0.561330512249953
"195",100.7,5,19.4,14.1,0.82,20.5,"saddle",1,81.3733411041588
"199",100.7,5,19.3,14,0.82,19.8,"saddle",1,99.6973217365214
"207",100.1,1.69,36.5,6.4,1.04,38,"saddle",1,2.9248358421027
"208",100.6,5,20.5,14.5,0.79,24.8,"saddle",1,118.987035533213
"214",100.1,1.69,32.5,6.4,1.04,31.5,"saddle",1,2.14902081745333
"216",100.6,5,20.4,14.5,0.8,24.5,"saddle",1,79.3239501330664
"219",100.7,5,18.8,14.5,0.82,14.1,"saddle",1,74.8338788735311
"220",100.1,5,22.4,15.9,0.71,32.1,"saddle",1,141.150185866476
"221",100.7,5,19.3,14.1,0.82,19.9,"saddle",1,82.2288108335887
"226",100.6,5,19.7,14.2,0.81,21.7,"saddle",1,74.6603764227867
"227",100.5,5,20.1,14.4,0.8,23.5,"saddle",1,99.3732107019194
"232",100.1,1.69,35.5,6.4,1.04,36.4,"saddle",1,1.43840230291111
"234",100.7,5,19.4,14.1,0.82,20.2,"saddle",1,73.2097553866444
"236",100.1,1.69,36,6.4,1.04,37.2,"saddle",1,2.03414730027962
"243",100.6,5,19.7,14.2,0.81,21.9,"saddle",1,82.5309682929456
"256",100.7,5,19.7,14.2,0.81,21.6,"saddle",1,76.095320421522
"271",100.6,5,20.9,14.8,0.78,26.7,"saddle",1,93.8684886046881
"272",100.7,5,18.7,14.3,0.82,15.2,"saddle",1,97.7123243991092
"273",100.3,5,21.3,15.1,0.75,27.7,"saddle",1,88.0123565167532
"276",100.1,1.69,36.6,6.4,1.04,38.1,"saddle",1,5.5807874206284
"281",100.6,5,19.8,14.2,0.8,22,"saddle",1,110.242284561205
"282",100.7,5,19.3,14.1,0.82,20.1,"saddle",1,100.304743302421
"283",100.7,5,19.5,14.1,0.82,20.6,"saddle",1,80.7732999486083
"284",100.7,5,19.1,14,0.82,18.9,"saddle",1,75.6969253678783
"285",100.8,5,19.1,14,0.83,18.8,"saddle",1,74.073437032913
"286",100.9,5,19.1,13.9,0.85,19.5,"saddle",1,91.0284106151586
"287",100.1,1.69,35.3,6.4,1.04,36.3,"saddle",1,3.10622302317743
"291",100.4,5,21,14.8,0.77,26.6,"saddle",1,118.369550217924
