load
2.19679584
1
2.306698049
1
2.934848027
0
2.180659577
1
3.712600762
1.051847665
0
4.295137375
1.051494717
3.651642214
1
1.046895518
0
3.095191397
1
2.946883019
2.571731516
2.433830262
0
1.5
3.862021561
0
3.560705781
0
2.397326168
1.85
4.142576687
0.069059632
2.406557419
0
0
0.066097407
4.384189104
0
1.25
3.950082225
0.070186315
0
0
4.5
0.07686091
1.85
4.8
0.108139801
0
1.25
3.78
0.110356264
0
3.6
0.085339211
0
1.85
0.087757286
0
4.962858759
0
0.041223908
0
0.041547076
4.018764684
0
4.3
0.081533302
0
1.25
5.397220609
0.067269797
0
5.087675227
0.069216615
0
0.126861627
0
1.65
2.460058545
0
4.2708411
0
0
1.752599751
0
0.45
0
4.616978762
1
1.25
3.258381235
0
0.24
1.25
5.187560153
0
0
1.202876448
0
0.126809645
0
2.623257466
0
1.3
2.36287442
0
0.042787078
0
4.31128961
1
0
1.098442636
0
3.982657345
0
0.124987167
1.65
0
1.429026124
0
3.465057135
0
0.074039294
0
1.25
1.717349823
1
0
5.206713522
0.079287277
0
2.61
1.023194581
0
0
0.079041018
0
4.150366112
0
1.25
4.2
0.046493353
0
0.65
4.21
0
